," PDSI (gridMET Drought) at -120.2609E,39.4333N, 1980-11-01 to 2025-11-01"," PDSI (gridMET Drought) at -120.2415E,39.4318N, 1980-11-01 to 2025-11-01"
"2002-12-06",-2.89,-2.89
"2002-12-11",-2.98,-2.98
"2002-12-16",-2.9,-2.9
"2002-12-21",-2.78,-2.78
"2002-12-26",-2.65,-2.65
"2002-12-31",-2.48,-2.48
"2003-01-05",-2.33,-2.33
"2003-01-10",-2.18,-2.18
"2003-01-15",-2.19,-2.19
"2003-01-20",-2.22,-2.22
"2003-01-25",-2.23,-2.23
"2003-01-30",-2.29,-2.29
"2003-02-04",-2.34,-2.34
"2003-02-09",-2.4,-2.4
"2003-02-14",-2.44,-2.44
"2003-02-19",-2.47,-2.47
"2003-02-24",-2.52,-2.52
"2003-03-01",-2.56,-2.56
"2003-03-06",-2.61,-2.61
"2003-03-11",-2.67,-2.67
"2003-03-16",-2.72,-2.72
"2003-03-21",-2.78,-2.78
"2003-03-26",-2.81,-2.81
"2003-03-31",-2.85,-2.85
"2003-04-05",-2.83,-2.83
"2003-04-10",-2.8,-2.8
"2003-04-15",-2.71,-2.71
"2003-04-20",-2.58,-2.58
"2003-04-25",-2.36,-2.36
"2003-04-30",-2.08,-2.08
"2003-05-05",-1.83,-1.83
"2003-05-10",-1.52,-1.52
"2003-05-15",-1.4,-1.4
"2003-05-20",-1.31,-1.31
"2003-05-25",-1.27,-1.27
"2003-05-30",-1.26,-1.26
"2003-06-04",-1.26,-1.26
"2003-06-09",-1.25,-1.25
"2003-06-14",-1.25,-1.25
"2003-06-19",-1.23,-1.23
"2003-06-24",-1.22,-1.22
"2003-06-29",-1.23,-1.23
"2003-07-04",-1.27,-1.27
"2003-07-09",-1.33,-1.33
"2003-07-14",-1.41,-1.41
"2003-07-19",-1.47,-1.47
"2003-07-24",-1.49,-1.49
"2003-07-29",-1.5,-1.5
"2003-08-03",-1.39,-1.39
"2003-08-08",-1.27,-1.27
"2003-08-13",-1.15,-1.15
"2003-08-18",-1.01,-1.01
"2003-08-23",-0.81,-0.81
"2003-08-28",-0.58,-0.58
"2003-09-02",1.26,1.26
"2003-09-07",1.42,1.42
"2003-09-12",1.55,1.55
"2003-09-17",1.62,1.62
"2003-09-22",1.59,1.59
"2003-09-27",1.5,1.5
"2003-10-02",1.4,1.4
"2003-10-07",1.27,1.27
"2003-10-12",1.13,1.13
"2003-10-17",0.99,0.99
"2003-10-22",0.84,0.84
"2003-10-27",0.69,0.69
"2003-11-01",0.59,0.59
"2003-11-06",-0.08,-0.08
"2003-11-11",-0.91,-0.91
"2003-11-16",-0.93,-0.93
"2003-11-21",-0.95,-0.95
"2003-11-26",-0.99,-0.99
"2003-12-01",-1.05,-1.05
"2003-12-06",-1.08,-1.08
"2003-12-11",-1.12,-1.12
"2003-12-16",-1.15,-1.15
"2003-12-21",-1.18,-1.18
"2003-12-26",-1.15,-1.15
"2003-12-31",-1.1,-1.1
"2004-01-05",-1.07,-1.07
"2004-01-10",-1.04,-1.04
"2004-01-15",-1.04,-1.04
"2004-01-20",-1.04,-1.04
"2004-01-25",-1.07,-1.07
"2004-01-30",-1.12,-1.12
"2004-02-04",-1.18,-1.18
"2004-02-09",-1.24,-1.24
"2004-02-14",-1.29,-1.29
"2004-02-19",-1.31,-1.31
"2004-02-24",-1.32,-1.32
"2004-02-29",-1.27,-1.27
"2004-03-05",-1.24,-1.24
"2004-03-10",-1.21,-1.21
"2004-03-15",-1.19,-1.19
"2004-03-20",-1.22,-1.22
"2004-03-25",-1.25,-1.25
"2004-03-30",-1.35,-1.35
"2004-04-04",-1.45,-1.45
"2004-04-09",-1.55,-1.55
"2004-04-14",-1.65,-1.65
"2004-04-19",-1.76,-1.76
"2004-04-24",-1.85,-1.85
"2004-04-29",-1.96,-1.96
"2004-05-04",-2.09,-2.09
"2004-05-09",-2.21,-2.21
"2004-05-14",-2.28,-2.28
"2004-05-19",-2.34,-2.34
"2004-05-24",-2.41,-2.41
"2004-05-29",-2.51,-2.51
"2004-06-03",-2.61,-2.61
"2004-06-08",-2.7,-2.7
"2004-06-13",-2.79,-2.79
"2004-06-18",-2.89,-2.89
"2004-06-23",-2.97,-2.97
"2004-06-28",-3.06,-3.06
"2004-07-03",-3.13,-3.13
"2004-07-08",-3.18,-3.18
"2004-07-13",-3.23,-3.23
"2004-07-18",-3.26,-3.26
"2004-07-23",-3.29,-3.29
"2004-07-28",-3.3,-3.3
"2004-08-02",-3.3,-3.3
"2004-08-07",-3.29,-3.29
"2004-08-12",-3.28,-3.28
"2004-08-17",-3.27,-3.27
"2004-08-22",-3.25,-3.25
"2004-08-27",-3.23,-3.23
"2004-09-01",-3.21,-3.21
"2004-09-06",-3.19,-3.19
"2004-09-11",-3.18,-3.18
"2004-09-16",-3.17,-3.17
"2004-09-21",-3.16,-3.16
"2004-09-26",-3.16,-3.16
"2004-10-01",-3.17,-3.17
"2004-10-06",-3.19,-3.19
"2004-10-11",-3.21,-3.21
"2004-10-16",-3.23,-3.23
"2004-10-21",-3.02,-3.02
"2004-10-26",-2.78,-2.78
"2004-10-31",-2.56,-2.56
"2004-11-05",-2.32,-2.32
"2004-11-10",-2.13,-2.13
"2004-11-15",-1.96,-1.96
"2004-11-20",-1.97,-1.97
"2004-11-25",-2.01,-2.01
"2004-11-30",-2.03,-2.03
"2004-12-05",-2.06,-2.06
"2004-12-10",-2.04,-2.04
"2004-12-15",-2.03,-2.03
"2004-12-20",-2.06,-2.06
"2004-12-25",-2.1,-2.1
"2004-12-30",-2.08,-2.08
"2005-01-05",-2.03,-2.03
"2005-01-10",-1.92,-1.92
"2005-01-15",-1.81,-1.81
"2005-01-20",-1.69,-1.69
"2005-01-25",-1.61,-1.61
"2005-01-30",-1.58,-1.58
"2005-02-04",-1.56,-1.56
"2005-02-09",-1.63,-1.63
"2005-02-14",-1.7,-1.7
"2005-02-19",-1.75,-1.75
"2005-02-24",-1.79,-1.79
"2005-03-01",-1.83,-1.83
"2005-03-06",-1.87,-1.87
"2005-03-11",-1.94,-1.94
"2005-03-16",-2.03,-2.03
"2005-03-21",-2.06,-2.06
"2005-03-26",-2.05,-2.05
"2005-03-31",-1.98,-1.98
"2005-04-05",-1.9,-1.9
"2005-04-10",-1.76,-1.76
"2005-04-15",-1.58,-1.58
"2005-04-20",-1.45,-1.45
"2005-04-25",-1.4,-1.4
"2005-04-30",-1.4,-1.4
"2005-05-05",-1.38,-1.38
"2005-05-10",-1.26,-1.26
"2005-05-15",-1.11,-1.11
"2005-05-20",-0.83,-0.83
"2005-05-25",-0.55,-0.55
"2005-05-30",1.33,1.33
"2005-06-04",1.52,1.52
"2005-06-09",1.7,1.7
"2005-06-14",1.88,1.88
"2005-06-19",1.99,1.99
"2005-06-24",2.16,2.16
"2005-06-29",2.31,2.31
"2005-07-04",2.48,2.48
"2005-07-09",2.64,2.64
"2005-07-14",2.8,2.8
"2005-07-19",2.84,2.84
"2005-07-24",2.91,2.91
"2005-07-29",2.92,2.92
"2005-08-03",2.89,2.89
"2005-08-08",2.77,2.77
"2005-08-13",2.67,2.67
"2005-08-18",2.6,2.6
"2005-08-23",2.53,2.53
"2005-08-28",2.47,2.47
"2005-09-02",2.41,2.41
"2005-09-07",2.35,2.35
"2005-09-12",2.29,2.29
"2005-09-17",2.2,2.2
"2005-09-22",2.11,2.11
"2005-09-27",2.04,2.04
"2005-10-02",1.95,1.95
"2005-10-07",1.86,1.86
"2005-10-12",1.75,1.75
"2005-10-17",1.65,1.65
"2005-10-22",1.54,1.54
"2005-10-27",1.46,1.46
"2005-11-01",1.37,1.37
"2005-11-06",1.31,1.31
"2005-11-11",1.24,1.24
"2005-11-16",1.15,1.15
"2005-11-21",1.05,1.05
"2005-11-26",0.94,0.94
"2005-12-01",0.94,0.94
"2005-12-06",0.9,0.9
"2005-12-11",0.84,0.84
"2005-12-16",0.78,0.78
"2005-12-21",0.81,0.81
"2005-12-26",0.9,0.9
"2005-12-31",1.16,1.16
"2006-01-05",1.46,1.46
"2006-01-10",1.74,1.74
"2006-01-15",2.01,2.01
"2006-01-20",2.25,2.25
"2006-01-25",2.41,2.41
"2006-01-30",2.39,2.39
"2006-02-04",2.32,2.32
"2006-02-09",2.23,2.23
"2006-02-14",2.13,2.13
"2006-02-19",2,2
"2006-02-24",1.88,1.88
"2006-03-01",1.83,1.83
"2006-03-06",1.81,1.81
"2006-03-11",1.81,1.81
"2006-03-16",1.88,1.88
"2006-03-21",2,2
"2006-03-26",2.16,2.16
"2006-03-31",2.24,2.24
"2006-04-05",2.37,2.37
"2006-04-10",2.53,2.53
"2006-04-15",2.69,2.69
"2006-04-20",2.97,2.97
"2006-04-25",3.27,3.27
"2006-04-30",3.5,3.5
"2006-05-05",3.57,3.57
"2006-05-10",3.64,3.64
"2006-05-15",3.66,3.66
"2006-05-20",3.57,3.57
"2006-05-25",3.46,3.46
"2006-05-30",3.39,3.39
"2006-06-04",3.35,3.35
"2006-06-09",3.34,3.34
"2006-06-14",3.32,3.32
"2006-06-19",3.25,3.25
"2006-06-24",3.15,3.15
"2006-06-29",3.09,3.09
"2006-07-04",3.04,3.04
"2006-07-09",3,3
"2006-07-14",2.94,2.94
"2006-07-19",2.87,2.87
"2006-07-24",2.79,2.79
"2006-07-29",2.7,2.7
"2006-08-03",2.62,2.62
"2006-08-08",2.55,2.55
"2006-08-13",2.48,2.48
"2006-08-18",2.4,2.4
"2006-08-23",2.3,2.3
"2006-08-28",2.21,2.21
"2006-09-02",2.12,2.12
"2006-09-07",2.03,2.03
"2006-09-12",1.94,1.94
"2006-09-17",1.85,1.85
"2006-09-22",1.76,1.76
"2006-09-27",1.66,1.66
"2006-10-02",1.55,1.55
"2006-10-07",1.46,1.46
"2006-10-12",1.38,1.38
"2006-10-17",1.27,1.27
"2006-10-22",1.17,1.17
"2006-10-27",1.06,1.06
"2006-11-01",0.94,0.94
"2006-11-06",0.84,0.84
"2006-11-11",0.75,0.75
"2006-11-16",0.72,0.72
"2006-11-21",0.67,0.67
"2006-11-26",0.62,0.62
"2006-12-01",0.57,0.57
"2006-12-06",-1.32,-1.32
"2006-12-11",-1.4,-1.4
"2006-12-16",-1.49,-1.49
"2006-12-21",-1.56,-1.56
"2006-12-26",-1.62,-1.62
"2006-12-31",-1.66,-1.66
"2007-01-05",-1.69,-1.69
"2007-01-10",-1.72,-1.72
"2007-01-15",-1.74,-1.74
"2007-01-20",-1.76,-1.76
"2007-01-25",-1.8,-1.8
"2007-01-30",-1.87,-1.87
"2007-02-04",-1.95,-1.95
"2007-02-09",-2.01,-2.01
"2007-02-14",-2.05,-2.05
"2007-02-19",-2.09,-2.09
"2007-02-24",-2.12,-2.12
"2007-03-01",-2.08,-2.08
"2007-03-06",-2.03,-2.03
"2007-03-11",-2.03,-2.03
"2007-03-16",-2.06,-2.06
"2007-03-21",-2.12,-2.12
"2007-03-26",-2.14,-2.14
"2007-03-31",-2.22,-2.22
"2007-04-05",-2.28,-2.28
"2007-04-10",-2.35,-2.35
"2007-04-15",-2.39,-2.39
"2007-04-20",-2.42,-2.42
"2007-04-25",-2.41,-2.41
"2007-04-30",-2.43,-2.43
"2007-05-05",-2.39,-2.39
"2007-05-10",-2.35,-2.35
"2007-05-15",-2.32,-2.32
"2007-05-20",-2.3,-2.3
"2007-05-25",-2.32,-2.32
"2007-05-30",-2.42,-2.42
"2007-06-04",-2.55,-2.55
"2007-06-09",-2.63,-2.63
"2007-06-14",-2.7,-2.7
"2007-06-19",-2.77,-2.77
"2007-06-24",-2.85,-2.85
"2007-06-29",-2.93,-2.93
"2007-07-04",-3,-3
"2007-07-09",-3.08,-3.08
"2007-07-14",-3.13,-3.13
"2007-07-19",-3.16,-3.16
"2007-07-24",-3.17,-3.17
"2007-07-29",-3.17,-3.17
"2007-08-03",-3.17,-3.17
"2007-08-08",-3.16,-3.16
"2007-08-13",-3.16,-3.16
"2007-08-18",-3.15,-3.15
"2007-08-23",-3.15,-3.15
"2007-08-28",-3.13,-3.13
"2007-09-02",-3.08,-3.08
"2007-09-07",-3.01,-3.01
"2007-09-12",-2.95,-2.95
"2007-09-17",-2.89,-2.89
"2007-09-22",-2.83,-2.83
"2007-09-27",-2.79,-2.79
"2007-10-02",-2.75,-2.75
"2007-10-07",-2.63,-2.63
"2007-10-12",-2.48,-2.48
"2007-10-17",-2.35,-2.35
"2007-10-22",-2.2,-2.2
"2007-10-27",-2.09,-2.09
"2007-11-01",-2.02,-2.02
"2007-11-06",-2.03,-2.03
"2007-11-11",-2.08,-2.08
"2007-11-16",-2.13,-2.13
"2007-11-21",-2.22,-2.22
"2007-11-26",-2.29,-2.29
"2007-12-01",-2.39,-2.39
"2007-12-06",-2.47,-2.47
"2007-12-11",-2.5,-2.5
"2007-12-16",-2.55,-2.55
"2007-12-21",-2.59,-2.59
"2007-12-26",-2.62,-2.62
"2007-12-31",-2.63,-2.63
"2008-01-05",-2.58,-2.58
"2008-01-10",-2.57,-2.57
"2008-01-15",-2.54,-2.54
"2008-01-20",-2.52,-2.52
"2008-01-25",-2.51,-2.51
"2008-01-30",-2.42,-2.42
"2008-02-04",-2.37,-2.37
"2008-02-09",-2.34,-2.34
"2008-02-14",-2.31,-2.31
"2008-02-19",-2.31,-2.31
"2008-02-24",-2.25,-2.25
"2008-02-29",-2.23,-2.23
"2008-03-05",-2.27,-2.27
"2008-03-10",-2.32,-2.32
"2008-03-15",-2.36,-2.36
"2008-03-20",-2.37,-2.37
"2008-03-25",-2.45,-2.45
"2008-03-30",-2.52,-2.52
"2008-04-04",-2.58,-2.58
"2008-04-09",-2.63,-2.63
"2008-04-14",-2.71,-2.71
"2008-04-19",-2.82,-2.82
"2008-04-24",-2.91,-2.91
"2008-04-29",-2.99,-2.99
"2008-05-04",-3.08,-3.08
"2008-05-09",-3.16,-3.16
"2008-05-14",-3.26,-3.26
"2008-05-19",-3.38,-3.38
"2008-05-24",-3.5,-3.5
"2008-05-29",-3.56,-3.56
"2008-06-03",-3.62,-3.62
"2008-06-08",-3.67,-3.67
"2008-06-13",-3.71,-3.71
"2008-06-18",-3.74,-3.74
"2008-06-23",-3.81,-3.81
"2008-06-28",-3.88,-3.88
"2008-07-03",-3.94,-3.94
"2008-07-08",-3.99,-3.99
"2008-07-13",-4.03,-4.03
"2008-07-18",-4.06,-4.06
"2008-07-23",-4.07,-4.07
"2008-07-28",-4.08,-4.08
"2008-08-02",-4.07,-4.07
"2008-08-07",-4.06,-4.06
"2008-08-12",-4.05,-4.05
"2008-08-17",-4.04,-4.04
"2008-08-22",-4.03,-4.03
"2008-08-27",-4.01,-4.01
"2008-09-01",-3.99,-3.99
"2008-09-06",-3.98,-3.98
"2008-09-11",-3.97,-3.97
"2008-09-16",-3.97,-3.97
"2008-09-21",-3.97,-3.97
"2008-09-26",-3.99,-3.99
"2008-10-01",-4.01,-4.01
"2008-10-06",-3.98,-3.98
"2008-10-11",-3.94,-3.94
"2008-10-16",-3.91,-3.91
"2008-10-21",-3.89,-3.89
"2008-10-26",-3.88,-3.88
"2008-10-31",-3.87,-3.87
"2008-11-05",-3.71,-3.71
"2008-11-10",-3.58,-3.58
"2008-11-15",-3.48,-3.48
"2008-11-20",-3.41,-3.41
"2008-11-25",-3.36,-3.36
"2008-11-30",-3.33,-3.33
"2008-12-05",-3.4,-3.4
"2008-12-10",-3.51,-3.51
"2008-12-15",-3.58,-3.58
"2008-12-20",-3.63,-3.63
"2008-12-25",-3.64,-3.64
"2008-12-30",-3.64,-3.64
"2009-01-05",-3.63,-3.63
"2009-01-10",-3.62,-3.62
"2009-01-15",-3.61,-3.61
"2009-01-20",-3.6,-3.6
"2009-01-25",-3.61,-3.61
"2009-01-30",-3.65,-3.65
"2009-02-04",-3.69,-3.69
"2009-02-09",-3.72,-3.72
"2009-02-14",-3.74,-3.74
"2009-02-19",-3.75,-3.75
"2009-02-24",-3.76,-3.76
"2009-03-01",-3.71,-3.71
"2009-03-06",-3.56,-3.56
"2009-03-11",-3.44,-3.44
"2009-03-16",-3.34,-3.34
"2009-03-21",-3.21,-3.21
"2009-03-26",-3.12,-3.12
"2009-03-31",-3.05,-3.05
"2009-04-05",-3.09,-3.09
"2009-04-10",-3.13,-3.13
"2009-04-15",-3.17,-3.17
"2009-04-20",-3.22,-3.22
"2009-04-25",-3.29,-3.29
"2009-04-30",-3.33,-3.33
"2009-05-05",-3.17,-3.17
"2009-05-10",-3.03,-3.03
"2009-05-15",-2.87,-2.87
"2009-05-20",-2.75,-2.75
"2009-05-25",-2.65,-2.65
"2009-05-30",-2.52,-2.52
"2009-06-04",-2.52,-2.52
"2009-06-09",-2.48,-2.48
"2009-06-14",-2.44,-2.44
"2009-06-19",-2.38,-2.38
"2009-06-24",-2.32,-2.32
"2009-06-29",-2.26,-2.26
"2009-07-04",-2.29,-2.29
"2009-07-09",-2.31,-2.31
"2009-07-14",-2.31,-2.31
"2009-07-19",-2.3,-2.3
"2009-07-24",-2.3,-2.3
"2009-07-29",-2.29,-2.29
"2009-08-03",-2.29,-2.29
"2009-08-08",-2.27,-2.27
"2009-08-13",-2.25,-2.25
"2009-08-18",-2.23,-2.23
"2009-08-23",-2.2,-2.2
"2009-08-28",-2.18,-2.18
"2009-09-02",-2.18,-2.18
"2009-09-07",-2.19,-2.19
"2009-09-12",-2.2,-2.2
"2009-09-17",-2.22,-2.22
"2009-09-22",-2.24,-2.24
"2009-09-27",-2.28,-2.28
"2009-10-02",-2.32,-2.32
"2009-10-07",-2.38,-2.38
"2009-10-12",-2.45,-2.45
"2009-10-17",-2.28,-2.28
"2009-10-22",-2.1,-2.1
"2009-10-27",-1.97,-1.97
"2009-11-01",-1.86,-1.86
"2009-11-06",-1.76,-1.76
"2009-11-11",-1.7,-1.7
"2009-11-16",-1.79,-1.79
"2009-11-21",-1.88,-1.88
"2009-11-26",-1.96,-1.96
"2009-12-01",-2.03,-2.03
"2009-12-06",-2.09,-2.09
"2009-12-11",-2.13,-2.13
"2009-12-16",-2.15,-2.15
"2009-12-21",-2.17,-2.17
"2009-12-26",-2.19,-2.19
"2009-12-31",-2.2,-2.2
"2010-01-05",-2.21,-2.21
"2010-01-10",-2.23,-2.23
"2010-01-15",-2.26,-2.26
"2010-01-20",-2.28,-2.28
"2010-01-25",-2.27,-2.27
"2010-01-30",-2.26,-2.26
"2010-02-04",-2.24,-2.24
"2010-02-09",-2.22,-2.22
"2010-02-14",-2.23,-2.23
"2010-02-19",-2.27,-2.27
"2010-02-24",-2.31,-2.31
"2010-03-01",-2.32,-2.32
"2010-03-06",-2.33,-2.33
"2010-03-11",-2.35,-2.35
"2010-03-16",-2.36,-2.36
"2010-03-21",-2.35,-2.35
"2010-03-26",-2.37,-2.37
"2010-03-31",-2.36,-2.36
"2010-04-05",-2.31,-2.31
"2010-04-10",-2.25,-2.25
"2010-04-15",-2.2,-2.2
"2010-04-20",-2.12,-2.12
"2010-04-25",-1.97,-1.97
"2010-04-30",-1.79,-1.79
"2010-05-05",-1.69,-1.69
"2010-05-10",-1.54,-1.54
"2010-05-15",-1.38,-1.38
"2010-05-20",-1.22,-1.22
"2010-05-25",-1.08,-1.08
"2010-05-30",-1.02,-1.02
"2010-06-04",-0.95,-0.95
"2010-06-09",-0.88,-0.88
"2010-06-14",-0.81,-0.81
"2010-06-19",-0.7,-0.7
"2010-06-24",-0.55,-0.55
"2010-06-29",1.25,1.25
"2010-07-04",1.29,1.29
"2010-07-09",1.35,1.35
"2010-07-14",1.4,1.4
"2010-07-19",1.45,1.45
"2010-07-24",1.45,1.45
"2010-07-29",1.37,1.37
"2010-08-03",1.28,1.28
"2010-08-08",1.19,1.19
"2010-08-13",1.11,1.11
"2010-08-18",1.03,1.03
"2010-08-23",0.96,0.96
"2010-08-28",0.89,0.89
"2010-09-02",0.82,0.82
"2010-09-07",0.76,0.76
"2010-09-12",0.7,0.7
"2010-09-17",0.63,0.63
"2010-09-22",0.56,0.56
"2010-09-27",-0.07,-0.07
"2010-10-02",-0.74,-0.74
"2010-10-07",-0.62,-0.62
"2010-10-12",0.11,0.11
"2010-10-17",0.12,0.12
"2010-10-22",0.11,0.11
"2010-10-27",0.78,0.78
"2010-11-01",1.08,1.08
"2010-11-06",1.22,1.22
"2010-11-11",1.37,1.37
"2010-11-16",1.48,1.48
"2010-11-21",1.61,1.61
"2010-11-26",1.65,1.65
"2010-12-01",1.7,1.7
"2010-12-06",1.76,1.76
"2010-12-11",1.81,1.81
"2010-12-16",1.91,1.91
"2010-12-21",2.14,2.14
"2010-12-26",2.32,2.32
"2010-12-31",2.47,2.47
"2011-01-05",2.55,2.55
"2011-01-10",2.62,2.62
"2011-01-15",2.63,2.63
"2011-01-20",2.51,2.51
"2011-01-25",2.39,2.39
"2011-01-30",2.24,2.24
"2011-02-04",2.09,2.09
"2011-02-09",1.94,1.94
"2011-02-14",1.81,1.81
"2011-02-19",1.76,1.76
"2011-02-24",1.72,1.72
"2011-03-01",1.7,1.7
"2011-03-06",1.69,1.69
"2011-03-11",1.69,1.69
"2011-03-16",1.84,1.84
"2011-03-21",2.05,2.05
"2011-03-26",2.31,2.31
"2011-03-31",2.54,2.54
"2011-04-05",2.74,2.74
"2011-04-10",3,3
"2011-04-15",3.11,3.11
"2011-04-20",3.1,3.1
"2011-04-25",3.01,3.01
"2011-04-30",2.93,2.93
"2011-05-05",2.87,2.87
"2011-05-10",2.8,2.8
"2011-05-15",2.77,2.77
"2011-05-20",2.75,2.75
"2011-05-25",2.73,2.73
"2011-05-30",2.76,2.76
"2011-06-04",2.85,2.85
"2011-06-09",3.03,3.03
"2011-06-14",3.21,3.21
"2011-06-19",3.38,3.38
"2011-06-24",3.5,3.5
"2011-06-29",3.67,3.67
"2011-07-04",3.87,3.87
"2011-07-09",4.06,4.06
"2011-07-14",4.26,4.26
"2011-07-19",4.46,4.46
"2011-07-24",4.56,4.56
"2011-07-29",4.62,4.62
"2011-08-03",4.67,4.67
"2011-08-08",4.61,4.61
"2011-08-13",4.5,4.5
"2011-08-18",4.37,4.37
"2011-08-23",4.25,4.25
"2011-08-28",4.12,4.12
"2011-09-02",4,4
"2011-09-07",3.88,3.88
"2011-09-12",3.81,3.81
"2011-09-17",3.77,3.77
"2011-09-22",3.74,3.74
"2011-09-27",3.67,3.67
"2011-10-02",3.6,3.6
"2011-10-07",3.65,3.65
"2011-10-12",3.71,3.71
"2011-10-17",3.71,3.71
"2011-10-22",3.7,3.7
"2011-10-27",3.66,3.66
"2011-11-01",3.61,3.61
"2011-11-06",3.49,3.49
"2011-11-11",3.33,3.33
"2011-11-16",3.17,3.17
"2011-11-21",3.04,3.04
"2011-11-26",2.92,2.92
"2011-12-01",2.78,2.78
"2011-12-06",2.61,2.61
"2011-12-11",2.42,2.42
"2011-12-16",2.22,2.22
"2011-12-21",2.01,2.01
"2011-12-26",1.81,1.81
"2011-12-31",1.66,1.66
"2012-01-05",1.52,1.52
"2012-01-10",1.39,1.39
"2012-01-15",1.28,1.28
"2012-01-20",1.19,1.19
"2012-01-25",1.13,1.13
"2012-01-30",1.05,1.05
"2012-02-04",0.99,0.99
"2012-02-09",0.91,0.91
"2012-02-14",0.84,0.84
"2012-02-19",0.75,0.75
"2012-02-24",0.64,0.64
"2012-02-29",0.54,0.54
"2012-03-05",-1.91,-1.91
"2012-03-10",-1.98,-1.98
"2012-03-15",-2.06,-2.06
"2012-03-20",-2.08,-2.08
"2012-03-25",-2.11,-2.11
"2012-03-30",-2.09,-2.09
"2012-04-04",-2,-2
"2012-04-09",-1.88,-1.88
"2012-04-14",-1.73,-1.73
"2012-04-19",-1.7,-1.7
"2012-04-24",-1.65,-1.65
"2012-04-29",-1.58,-1.58
"2012-05-04",-1.55,-1.55
"2012-05-09",-1.51,-1.51
"2012-05-14",-1.54,-1.54
"2012-05-19",-1.55,-1.55
"2012-05-24",-1.55,-1.55
"2012-05-29",-1.55,-1.55
"2012-06-03",-1.56,-1.56
"2012-06-08",-1.53,-1.53
"2012-06-13",-1.55,-1.55
"2012-06-18",-1.55,-1.55
"2012-06-23",-1.52,-1.52
"2012-06-28",-1.55,-1.55
"2012-07-03",-1.6,-1.6
"2012-07-08",-1.64,-1.64
"2012-07-13",-1.68,-1.68
"2012-07-18",-1.71,-1.71
"2012-07-23",-1.7,-1.7
"2012-07-28",-1.7,-1.7
"2012-08-02",-1.68,-1.68
"2012-08-07",-1.67,-1.67
"2012-08-12",-1.65,-1.65
"2012-08-17",-1.58,-1.58
"2012-08-22",-1.56,-1.56
"2012-08-27",-1.53,-1.53
"2012-09-01",-1.5,-1.5
"2012-09-06",-1.44,-1.44
"2012-09-11",-1.4,-1.4
"2012-09-16",-1.42,-1.42
"2012-09-21",-1.46,-1.46
"2012-09-26",-1.51,-1.51
"2012-10-01",-1.56,-1.56
"2012-10-06",-1.65,-1.65
"2012-10-11",-1.74,-1.74
"2012-10-16",-1.82,-1.82
"2012-10-21",-1.92,-1.92
"2012-10-26",-1.89,-1.89
"2012-10-31",-1.88,-1.88
"2012-11-05",-1.85,-1.85
"2012-11-10",-1.82,-1.82
"2012-11-15",-1.8,-1.8
"2012-11-20",-1.74,-1.74
"2012-11-25",-1.76,-1.76
"2012-11-30",-1.68,-1.68
"2012-12-05",-1.47,-1.47
"2012-12-10",-1.29,-1.29
"2012-12-15",-1.08,-1.08
"2012-12-20",-0.88,-0.88
"2012-12-25",-0.65,-0.65
"2012-12-30",-0.52,-0.52
"2013-01-05",-0.53,-0.53
"2013-01-10",-0.54,-0.54
"2013-01-15",-0.56,-0.56
"2013-01-20",-0.62,-0.62
"2013-01-25",-0.72,-0.72
"2013-01-30",-0.81,-0.81
"2013-02-04",-0.91,-0.91
"2013-02-09",-1,-1
"2013-02-14",-1.08,-1.08
"2013-02-19",-1.16,-1.16
"2013-02-24",-1.25,-1.25
"2013-03-01",-1.32,-1.32
"2013-03-06",-1.4,-1.4
"2013-03-11",-1.49,-1.49
"2013-03-16",-1.6,-1.6
"2013-03-21",-1.71,-1.71
"2013-03-26",-1.8,-1.8
"2013-03-31",-1.89,-1.89
"2013-04-05",-1.95,-1.95
"2013-04-10",-2.03,-2.03
"2013-04-15",-2.09,-2.09
"2013-04-20",-2.17,-2.17
"2013-04-25",-2.26,-2.26
"2013-04-30",-2.37,-2.37
"2013-05-05",-2.5,-2.5
"2013-05-10",-2.58,-2.58
"2013-05-15",-2.67,-2.67
"2013-05-20",-2.75,-2.75
"2013-05-25",-2.85,-2.85
"2013-05-30",-2.9,-2.9
"2013-06-04",-2.97,-2.97
"2013-06-09",-3.09,-3.09
"2013-06-14",-3.19,-3.19
"2013-06-19",-3.29,-3.29
"2013-06-24",-3.36,-3.36
"2013-06-29",-3.42,-3.42
"2013-07-04",-3.46,-3.46
"2013-07-09",-3.49,-3.49
"2013-07-14",-3.5,-3.5
"2013-07-19",-3.5,-3.5
"2013-07-24",-3.5,-3.5
"2013-07-29",-3.49,-3.49
"2013-08-03",-3.47,-3.47
"2013-08-08",-3.46,-3.46
"2013-08-13",-3.44,-3.44
"2013-08-18",-3.42,-3.42
"2013-08-23",-3.37,-3.37
"2013-08-28",-3.35,-3.35
"2013-09-02",-3.32,-3.32
"2013-09-07",-3.28,-3.28
"2013-09-12",-3.26,-3.26
"2013-09-17",-3.24,-3.24
"2013-09-22",-3.1,-3.1
"2013-09-27",-3,-3
"2013-10-02",-2.92,-2.92
"2013-10-07",-2.86,-2.86
"2013-10-12",-2.79,-2.79
"2013-10-17",-2.74,-2.74
"2013-10-22",-2.8,-2.8
"2013-10-27",-2.86,-2.86
"2013-11-01",-2.89,-2.89
"2013-11-06",-2.91,-2.91
"2013-11-11",-2.96,-2.96
"2013-11-16",-3.02,-3.02
"2013-11-21",-3.04,-3.04
